Unnamed: 0,pokedex_number,name,german_name,japanese_name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,sprite_size,sprite_perimeter,sprite_perimeter_to_size_ratio,sprite_red_mean,sprite_green_mean,sprite_blue_mean,sprite_brightness_mean,sprite_red_sd,sprite_green_sd,sprite_blue_sd,sprite_brightness_sd,sprite_overflow_vertical,sprite_overflow_horizontal
829,711,Gourgeist Average Size,Pumpdjinn,パンプジン (Pumpjin),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.9,12.5,3,Pickup,Frisk,Insomnia,494,65,90,122,58,75,84,60,50,173,Medium Fast,1,Amorphous,,50.0,20,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,517,135.0,0.2611218568665377,0.5074145712443584,0.33117912542192895,0.25367315204611823,0.3640889495708019,0.39211002395728667,0.23357127011137643,0.16389309046837597,0.2550773324074865,0.0,0.0
830,711,Gourgeist Small Size,Pumpdjinn,パンプジン (Pumpjin),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.7,9.5,3,Pickup,Frisk,Insomnia,494,55,85,122,58,75,99,60,50,173,Medium Fast,1,Amorphous,,50.0,20,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,517,135.0,0.2611218568665377,0.5074145712443584,0.33117912542192895,0.25367315204611823,0.3640889495708019,0.39211002395728667,0.23357127011137643,0.16389309046837597,0.2550773324074865,0.0,0.0
831,711,Gourgeist Large Size,Pumpdjinn,パンプジン (Pumpjin),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,1.1,14.0,3,Pickup,Frisk,Insomnia,494,75,95,122,58,75,69,60,50,173,Medium Fast,1,Amorphous,,50.0,20,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,517,135.0,0.2611218568665377,0.5074145712443584,0.33117912542192895,0.25367315204611823,0.3640889495708019,0.39211002395728667,0.23357127011137643,0.16389309046837597,0.2550773324074865,0.0,0.0
832,711,Gourgeist Super Size,Pumpdjinn,パンプジン (Pumpjin),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,1.7,39.0,3,Pickup,Frisk,Insomnia,494,85,100,122,58,75,54,60,50,173,Medium Fast,1,Amorphous,,50.0,20,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,517,135.0,0.2611218568665377,0.5074145712443584,0.33117912542192895,0.25367315204611823,0.3640889495708019,0.39211002395728667,0.23357127011137643,0.16389309046837597,0.2550773324074865,0.0,0.0
833,712,Bergmite,Arktip,カチコール (Kachikohru),6,Normal,Ice Chunk Pokémon,1,Ice,,1.0,99.5,3,Own Tempo,Ice Body,Sturdy,304,55,69,85,32,35,28,190,50,61,Medium Fast,2,Mineral,Monster,50.0,20,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,198,51.0,0.25757575757575757,0.44648445236680534,0.5172707466825115,0.5756585462467816,0.5131379150986994,0.3107897340632134,0.3604977868803936,0.39916869703168895,0.3485456628258863,0.0,0.0
834,713,Avalugg,Arktilas,クレベース (Crebase),6,Normal,Iceberg Pokémon,1,Ice,,2.0,505.0,3,Own Tempo,Ice Body,Sturdy,514,95,117,184,44,46,28,55,50,180,Medium Fast,2,Mineral,Monster,50.0,20,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,637,107.0,0.16797488226059654,0.5668113399205836,0.578157416812879,0.6347031120140364,0.5932239562491664,0.33065630015669406,0.35426095203918595,0.35446422837839875,0.34233519320056766,0.0,0.0
835,714,Noibat,eF-eM,オンバット (Onbat),6,Normal,Sound Wave Pokémon,2,Flying,Dragon,0.5,8.0,3,Frisk,Infiltrator,Telepathy,245,40,30,35,45,40,55,190,50,49,Medium Fast,2,Dragon,Flying,50.0,20,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,232,71.0,0.30603448275862066,0.33639283299526707,0.27777214334009465,0.38750845165652475,0.33389114266396214,0.2651349774817742,0.22158036132528658,0.3139199268767273,0.26176375279980224,0.0,0.0
836,715,Noivern,UHaFnir,オンバーン (Onvern),6,Normal,Sound Wave Pokémon,2,Flying,Dragon,1.5,85.0,3,Frisk,Infiltrator,Telepathy,535,85,70,80,97,80,123,45,50,187,Medium Fast,2,Dragon,Flying,50.0,20,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,685,175.0,0.25547445255474455,0.30516101331043366,0.273290396450551,0.30192643480749964,0.2934592815228281,0.22987748492031193,0.207292154199104,0.23826594919489005,0.21421783787643014,0.0,0.0
837,716,Xerneas,Xerneas,ゼルネアス (Xerneas),6,Legendary,Life Pokémon,1,Fairy,,3.0,215.0,1,Fairy Aura,,,680,126,131,95,131,98,99,45,0,306,Slow,1,Undiscovered,,,120,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,431,129.0,0.29930394431554525,0.3991993084936991,0.38578772576315906,0.37788999590555483,0.38762567672080434,0.2846933789488108,0.24661186539135532,0.2143807477389797,0.21292369830241664,0.008928571428571428,0.0
838,717,Yveltal,Yveltal,イベルタル (Yveltal),6,Legendary,Destruction Pokémon,2,Dark,Flying,5.8,203.0,1,Dark Aura,,,680,126,131,95,131,98,99,45,0,306,Slow,1,Undiscovered,,,120,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,427,111.0,0.25995316159250587,0.3326904532304725,0.2806906369105019,0.28728474996555997,0.30022194670217817,0.18866058060601748,0.10759530630295135,0.12371279717686737,0.11725288853258645,0.008928571428571428,0.0
839,718,Zygarde 50% Forme,Zygarde,ジガルデ (Zygarde),6,Legendary,Order Pokémon,2,Dragon,Ground,5.0,305.0,2,Aura Break,Power Construct,,600,108,100,121,81,95,95,3,0,270,Slow,1,Undiscovered,,,120,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,492,123.0,0.25,0.34682767415909455,0.4035788299059461,0.2834927466921728,0.34463308358573785,0.16755908250950047,0.2473488388781776,0.12028102990279413,0.1648194226435702,0.05357142857142857,0.0
840,718,Zygarde 10% Forme,Zygarde,ジガルデ (Zygarde),6,Legendary,Order Pokémon,2,Dragon,Ground,1.2,33.5,2,Aura Break,Power Construct,,486,54,100,71,61,85,115,3,0,219,Slow,1,Undiscovered,,,120,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,341,146.0,0.4281524926686217,0.3296187683284458,0.34865160140302454,0.27782186188258295,0.3186974105380178,0.16725144746329404,0.20230858889514675,0.10124097650950123,0.1483090683081912,0.017857142857142856,0.0
841,718,Zygarde Complete Forme,Zygarde,ジガルデ (Zygarde),6,Legendary,Order Pokémon,2,Dragon,Ground,4.5,610.0,1,Power Construct,,,708,216,100,121,91,95,85,3,0,319,Slow,1,Undiscovered,,,120,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,549,137.0,0.2495446265938069,0.37460623593699777,0.37597771348976755,0.33199042822957964,0.3608581258854483,0.20259902666699253,0.21117804746376478,0.16747970186628647,0.17768231149520833,0.03571428571428571,0.0
842,719,Diancie,Diancie,ディアンシー (Diancie),6,Mythical,Jewel Pokémon,2,Rock,Fairy,0.7,8.8,1,Clear Body,,,600,50,100,150,100,150,50,3,50,300,Slow,1,Undiscovered,,,25,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,260,59.0,0.22692307692307692,0.6084615384615384,0.5053092006033182,0.5284464555052789,0.5474057315233787,0.31905675078554746,0.26429099335112516,0.28744839242442716,0.27995718761275423,0.0,0.0
843,719,Mega Diancie,Diancie,ディアンシー (Diancie),6,Mythical,Jewel Pokémon,2,Rock,Fairy,1.1,27.8,1,Magic Bounce,,,700,50,160,110,160,110,110,3,50,315,Slow,1,Undiscovered,,,25,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,411,111.0,0.27007299270072993,0.6361051476551691,0.542168789656982,0.549592099613568,0.5759553456419064,0.3268328068733345,0.27489648719251125,0.2822874177795717,0.28479829567187287,0.0,0.0
844,720,Hoopa Hoopa Confined,Hoopa,フーパ (Hoopa),6,Mythical,Mischief Pokémon,2,Psychic,Ghost,0.5,9.0,1,Magician,,,600,80,110,60,150,130,70,3,100,300,Slow,1,Undiscovered,,,120,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0,268,66.0,0.2462686567164179,0.5494146912496342,0.4171202809482002,0.3979953175299971,0.45484342990927723,0.31026851209291595,0.24042190314611084,0.25788811268721973,0.22053855378973256,0.0,0.0
845,720,Hoopa Hoopa Unbound,Hoopa,フーパ (Hoopa),6,Mythical,Djinn Pokémon,2,Psychic,Dark,6.5,490.0,1,Magician,,,680,80,160,60,170,130,80,3,50,340,Slow,1,Undiscovered,,,120,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,497,123.0,0.24748490945674045,0.5137018187556713,0.40875843295064507,0.4332110308912298,0.4518904275325154,0.2651966671548349,0.2237917149971026,0.24009578102469673,0.22094299871439302,0.017857142857142856,0.0
846,721,Volcanion,Volcanion,ボルケニオン (Volcanion),6,Mythical,Steam Pokémon,2,Fire,Water,1.7,195.0,1,Water Absorb,,,600,80,110,120,130,90,70,3,100,300,Slow,1,Undiscovered,,,120,1.0,0.25,0.0,2.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5,425,88.0,0.20705882352941177,0.48649596309111875,0.3228143021914649,0.33216147635524795,0.3804905805459439,0.2547609330185868,0.16671115413012472,0.21692120404115978,0.14567254449984463,0.0,0.0
847,722,Rowlet,Bauz,モクロー (Mokuroh),7,Normal,Grass Quill Pokémon,2,Grass,Flying,0.3,1.5,2,Overgrow,,Long Reach,320,68,55,55,50,50,42,45,50,64,Medium Slow,1,Flying,,87.5,15,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,220,45.0,0.20454545454545456,0.5571301247771836,0.5222103386809269,0.46386809269162205,0.514402852049911,0.3908140984159282,0.3419652108794298,0.3314626083033946,0.34561873211355365,0.0,0.0
848,723,Dartrix,Arboretoss,フクスロー (Fukuthrow),7,Normal,Blade Quill Pokémon,2,Grass,Flying,0.7,16.0,2,Overgrow,,Long Reach,420,78,75,75,70,70,52,45,50,147,Medium Slow,1,Flying,,87.5,15,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,255,54.0,0.21176470588235294,0.47044982698961935,0.47372549019607835,0.37962322183775465,0.4412661796744842,0.3473232826726053,0.36268466302468577,0.3336403313947265,0.3386308586719307,0.0,0.0
849,724,Decidueye,Silvarro,ジュナイパー (Junaiper),7,Normal,Arrow Quill Pokémon,2,Grass,Ghost,1.6,36.6,2,Overgrow,,Long Reach,530,78,107,75,100,100,70,45,50,265,Medium Slow,1,Flying,,87.5,15,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,573,103.0,0.17975567190226877,0.41588474831468364,0.4406392225301988,0.34609040824008486,0.4008714596949891,0.3203815834654785,0.2733529181185173,0.2119560153335514,0.25185187948014914,0.0,0.0
850,725,Litten,Flamiau,ニャビー (Nyabby),7,Normal,Fire Cat Pokémon,1,Fire,,0.4,4.3,2,Blaze,,Intimidate,320,45,65,40,60,40,70,45,50,64,Medium Slow,1,Field,,87.5,15,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,241,83.0,0.34439834024896265,0.3095435684647303,0.23563583109592384,0.2526889594011879,0.26595611965394733,0.3279271707248009,0.2207579936204257,0.2048004400620343,0.22205116873054803,0.0,0.0
851,726,Torracat,Miezunder,ニャヒート (Nyaheat),7,Normal,Fire Cat Pokémon,1,Fire,,0.7,25.0,2,Blaze,,Intimidate,420,65,85,50,80,50,90,45,50,147,Medium Slow,1,Field,,87.5,15,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,301,90.0,0.29900332225913623,0.39993485766399584,0.27070549149892514,0.20358282848022932,0.29140772588105013,0.3562333816746216,0.22602220404695317,0.1552864836581864,0.2292592220555369,0.0,0.0
852,727,Incineroar,Fuegro,ガオガエン (Gaogaen),7,Normal,Heel Pokémon,2,Fire,Dark,1.8,83.0,2,Blaze,,Intimidate,530,95,115,90,80,90,60,45,50,239,Medium Slow,1,Field,,87.5,15,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,682,142.0,0.20821114369501467,0.4706227358978783,0.272094761658329,0.2532574320050601,0.3319916431870892,0.36308439568318074,0.18272877424121556,0.15744816758079372,0.21173235332669954,0.0,0.0
853,728,Popplio,Robball,アシマリ (Ashimari),7,Normal,Sea Lion Pokémon,1,Water,,0.4,7.5,2,Torrent,,Liquid Voice,320,50,54,54,66,56,40,45,50,64,Medium Slow,2,Field,Water 1,87.5,15,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,220,64.0,0.2909090909090909,0.33229946524064174,0.40418894830659535,0.5124777183600713,0.4163220439691028,0.2964066258481682,0.32895201527095863,0.39054282171190624,0.3267895775548613,0.0,0.0
854,729,Brionne,Marikeck,オシャマリ (Osyamari),7,Normal,Pop Star Pokémon,1,Water,,0.6,17.5,2,Torrent,,Liquid Voice,420,60,69,69,91,81,50,45,50,147,Medium Slow,2,Field,Water 1,87.5,15,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,272,87.0,0.31985294117647056,0.35393598615916955,0.44039792387543253,0.5055363321799308,0.43329008073817765,0.3319177057424369,0.36124516722643957,0.3993512420428475,0.3523024509894117,0.0,0.0
855,730,Primarina,Primarene,アシレーヌ (Ashirene),7,Normal,Soloist Pokémon,2,Water,Fairy,1.8,44.0,2,Torrent,,Liquid Voice,530,80,74,74,126,116,60,45,50,239,Medium Slow,2,Field,Water 1,87.5,15,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,772,187.0,0.2422279792746114,0.4679112059331505,0.5090673575129534,0.565112262521589,0.5140302753225643,0.34655042565098126,0.34889538195925807,0.37072530170073004,0.347511894973649,0.0,0.0
856,731,Pikipek,Peppeck,ツツケラ (Tsutsukera),7,Normal,Woodpecker Pokémon,2,Normal,Flying,0.3,1.2,3,Keen Eye,Skill Link,Pickup,265,35,75,30,30,30,65,255,50,53,Medium Fast,1,Flying,,50.0,15,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,187,59.0,0.3155080213903743,0.42543776869036387,0.3137045192408514,0.31076858550906994,0.3499702911467617,0.3056686321782317,0.23641740099859287,0.24417625712611046,0.23796827355384037,0.0,0.0
857,732,Trumbeak,Trompeck,ケララッパ (Kerarappa),7,Normal,Bugle Beak Pokémon,2,Normal,Flying,0.6,14.8,3,Keen Eye,Skill Link,Pickup,355,55,85,50,40,50,75,120,50,124,Medium Fast,1,Flying,,50.0,15,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,194,71.0,0.36597938144329895,0.3480897513644633,0.33307054780675155,0.31621184556296744,0.33245738157806076,0.27961538905174727,0.2515148898570697,0.252960060512028,0.25180212725660506,0.0,0.0
858,733,Toucannon,Tukanon,ドデカバシ (Dodekabashi),7,Normal,Cannon Pokémon,2,Normal,Flying,1.1,26.0,3,Keen Eye,Skill Link,Sheer Force,485,80,120,75,75,75,60,45,50,218,Medium Fast,1,Flying,,50.0,15,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,252,76.0,0.30158730158730157,0.44780578898225953,0.4103485838779956,0.353921568627451,0.4040253138292354,0.3389039347533743,0.29707653044728677,0.26903064717985287,0.27977136125879215,0.0,0.0
859,734,Yungoos,Mangunior,ヤングース (Youngoose),7,Normal,Loitering Pokémon,1,Normal,,0.4,6.0,3,Strong Jaw,Stakeout,Adaptability,253,48,70,30,30,30,45,255,50,51,Medium Fast,1,Field,,50.0,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,224,62.0,0.2767857142857143,0.5390756302521008,0.446953781512605,0.30505952380952384,0.4303629785247432,0.31910605234863354,0.26829804570784693,0.14326841061308554,0.23644587565618894,0.0,0.0
860,735,Gumshoos,Manguspektor,デカグース (Dekagoose),7,Normal,Stakeout Pokémon,1,Normal,,0.7,14.2,3,Strong Jaw,Stakeout,Adaptability,418,88,110,60,55,60,45,127,50,146,Medium Fast,1,Field,,50.0,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,265,64.0,0.24150943396226415,0.5202811690714021,0.46524602293747686,0.301354051054384,0.42896041435442106,0.2895067792959807,0.26351439524380416,0.15778100754633637,0.2301692141152678,0.0,0.0
861,736,Grubbin,Mabula,アゴジムシ (Agojimushi),7,Normal,Larva Pokémon,1,Bug,,0.4,4.4,1,Swarm,,,300,47,62,45,55,45,46,255,50,60,Medium Fast,1,Bug,,50.0,15,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,148,40.0,0.2702702702702703,0.5062798092209857,0.4103603603603604,0.3198463169051404,0.41216216216216217,0.3864208858275441,0.3306877808684654,0.2842821927039267,0.3162436351417223,0.0,0.0
862,737,Charjabug,Akkup,デンヂムシ (Dendimushi),7,Normal,Battery Pokémon,2,Bug,Electric,0.5,10.5,1,Battery,,,400,57,82,95,55,75,36,120,50,140,Medium Fast,1,Bug,,50.0,15,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,243,49.0,0.20164609053497942,0.3867505850076656,0.452319857984346,0.32045509561849433,0.3865085128701687,0.2610317795307824,0.2873076586752115,0.2025529002092503,0.24052020018817433,0.0,0.0
863,738,Vikavolt,Donarion,クワガノン (Kuwagannon),7,Normal,Stag Beetle Pokémon,2,Bug,Electric,1.5,45.0,1,Levitate,,,500,77,70,90,145,75,43,45,50,225,Medium Fast,1,Bug,,50.0,15,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,566,150.0,0.26501766784452296,0.34687868080094225,0.39588443151112035,0.3866140095614217,0.3764590406244948,0.3046205413897198,0.3119387479870862,0.30555312472591717,0.28933323444890574,0.017857142857142856,0.0
864,739,Crabrawler,Krabbox,マケンカニ (Makenkani),7,Normal,Boxing Pokémon,1,Fighting,,0.6,7.0,3,Hyper Cutter,Iron Fist,Anger Point,338,47,82,57,42,47,63,225,50,68,Medium Fast,1,Water 3,,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,199,57.0,0.2864321608040201,0.363011134101882,0.4174204355108879,0.45768055966105026,0.41270404309127345,0.24322573221478844,0.26530651328303406,0.2878370501594264,0.24017194345510046,0.0,0.0
865,740,Crabominable,Krawell,ケケンカニ (Kekenkani),7,Normal,Woolly Crab Pokémon,2,Fighting,Ice,1.7,180.0,3,Hyper Cutter,Iron Fist,Anger Point,478,97,132,77,62,67,43,60,50,167,Medium Fast,1,Water 3,,50.0,20,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,367,100.0,0.2724795640326976,0.5663835016295347,0.5787572794785488,0.5859486028743923,0.5770297946608253,0.35718344914483663,0.34354083473945835,0.342934321433354,0.3361816500104499,0.0,0.0
866,741,Oricorio Baile Style,Choreogel,オドリドリ (Odoridori),7,Normal,Dancing Pokémon,2,Fire,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,45,50,167,Medium Fast,1,Flying,,25.0,20,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,185,54.0,0.2918918918918919,0.487800741918389,0.2952199258081611,0.32093269740328567,0.36798445504327854,0.3413746207935908,0.18012592593191257,0.18446883958501223,0.2181120194249076,0.0,0.0
867,741,Oricorio Pom-Pom Style,Choreogel,オドリドリ (Odoridori),7,Normal,Dancing Pokémon,2,Electric,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,45,50,167,Medium Fast,1,Flying,,25.0,20,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,222,63.0,0.28378378378378377,0.5625331213566508,0.5408055113937467,0.3411941353117824,0.4815109226873933,0.3582999000254454,0.33217094349555604,0.21208716796226354,0.28780497624019497,0.0,0.0
868,741,Oricorio Pa'u Style,Choreogel,オドリドリ (Odoridori),7,Normal,Dancing Pokémon,2,Psychic,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,45,50,167,Medium Fast,1,Flying,,25.0,20,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,236,61.0,0.2584745762711864,0.6187936191425722,0.4890495181123297,0.4819707544034563,0.5299379638861194,0.3384677606762317,0.26993901848119256,0.24989415238512525,0.2803632568123231,0.0,0.0
869,741,Oricorio Sensu Style,Choreogel,オドリドリ (Odoridori),7,Normal,Dancing Pokémon,2,Ghost,Flying,0.6,3.4,1,Dancer,,,476,75,70,70,98,70,93,45,50,167,Medium Fast,1,Flying,,25.0,20,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,242,70.0,0.2892561983471074,0.39734240803759524,0.40106951871657753,0.5025441581591314,0.4336520283044347,0.2361550257292737,0.2457753079869322,0.31609708091467376,0.25745299499273494,0.0,0.0
870,742,Cutiefly,Wommel,アブリー (Abuly),7,Normal,Bee Fly Pokémon,2,Bug,Fairy,0.1,0.2,3,Honey Gather,Shield Dust,Sweet Veil,304,40,45,40,55,40,84,190,50,61,Medium Fast,2,Bug,Fairy,50.0,20,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0,174,63.0,0.3620689655172414,0.5017579445571332,0.48043723236421004,0.3925850800090151,0.45826008564345283,0.45082226059134534,0.4379268774305222,0.40087149637092484,0.4212551158501551,0.0,0.0
871,743,Ribombee,Bandelby,アブリボン (Aburibbon),7,Normal,Bee Fly Pokémon,2,Bug,Fairy,0.2,0.5,3,Honey Gather,Shield Dust,Sweet Veil,464,60,55,60,95,70,124,75,50,162,Medium Fast,2,Bug,Fairy,50.0,20,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0,513,113.0,0.2202729044834308,0.5732599472537553,0.5378893857738027,0.4628138974888201,0.5246544101721261,0.39857185321671557,0.38203610981729863,0.3734184927343908,0.37659063318049535,0.0,0.0
872,744,Rockruff,Wuffels,イワンコ (Iwanko),7,Normal,Puppy Pokémon,1,Rock,,0.5,9.2,3,Keen Eye,Vital Spirit,Steadfast,280,45,65,40,30,40,60,190,50,56,Medium Fast,1,Field,,50.0,15,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,270,70.0,0.25925925925925924,0.4871169208424111,0.44986201888162675,0.39591866376180107,0.44429920116194627,0.29122308806648917,0.26191688593485096,0.230407815021533,0.25651961323356876,0.0,0.0
873,744,Own Tempo Rockruff,Wuffels,イワンコ (Iwanko),7,Normal,Puppy Pokémon,1,Rock,,0.5,9.2,1,Own Tempo,,,280,45,65,40,30,40,60,190,50,56,Medium Fast,1,Field,,50.0,15,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,270,70.0,0.25925925925925924,0.4871169208424111,0.44986201888162675,0.39591866376180107,0.44429920116194627,0.29122308806648917,0.26191688593485096,0.230407815021533,0.25651961323356876,0.0,0.0
874,745,Lycanroc Midday Form,Wolwerock,ルガルガン (Lugarugan),7,Normal,Wolf Pokémon,1,Rock,,0.8,25.0,3,Keen Eye,Sand Rush,Steadfast,487,75,115,65,55,65,112,90,50,170,Medium Fast,1,Field,,50.0,15,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,345,86.0,0.2492753623188406,0.5320147769252629,0.5091219096334186,0.4689514066496164,0.5033626977360993,0.3280319276712607,0.31309239653668725,0.30244982012419536,0.3111147821445078,0.0,0.0
875,745,Lycanroc Midnight Form,Wolwerock,ルガルガン (Lugarugan),7,Normal,Wolf Pokémon,1,Rock,,1.1,25.0,3,Keen Eye,Vital Spirit,No Guard,487,85,115,75,55,75,82,90,50,170,Medium Fast,1,Field,,50.0,15,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,334,81.0,0.24251497005988024,0.481484090642245,0.41718915110954563,0.40891158858753085,0.43586161011310715,0.2896506783271586,0.28523480588490485,0.2654450437303234,0.27223050227485385,0.0,0.0
