generation,status,type_number,type_1,type_2,height_m,weight_kg,abilities_number,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,maximum_experience,egg_type_number,has_gender,proportion_male,egg_cycles,damage_from_normal,damage_from_fire,damage_from_water,damage_from_electric,damage_from_grass,damage_from_ice,damage_from_fighting,damage_from_poison,damage_from_ground,damage_from_flying,damage_from_psychic,damage_from_bug,damage_from_rock,damage_from_ghost,damage_from_dragon,damage_from_dark,damage_from_steel,damage_from_fairy
1.0,Normal,1.0,Dragon,None,1.8,3.3,2.0,300.0,41.0,64.0,45.0,50.0,50.0,50.0,45.0,35.0,60.0,1250000.0,2.0,True,0.5,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
5.0,Sub Legendary,2.0,Rock,Fighting,1.9,260.0,1.0,580.0,91.0,129.0,90.0,72.0,90.0,108.0,3.0,35.0,261.0,1250000.0,1.0,False,0.5,80.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,2.0
6.0,Legendary,1.0,Fairy,None,3.0,215.0,1.0,680.0,126.0,131.0,95.0,131.0,98.0,99.0,45.0,0.0,306.0,1250000.0,1.0,False,0.5,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
3.0,Normal,1.0,Normal,None,1.0,40.5,2.0,360.0,84.0,71.0,43.0,71.0,43.0,48.0,120.0,70.0,126.0,1059860.0,2.0,True,0.5,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
3.0,Normal,2.0,Steel,Rock,2.1,360.0,3.0,530.0,70.0,110.0,180.0,60.0,60.0,50.0,45.0,35.0,239.0,1250000.0,1.0,True,0.5,35.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
1.0,Normal,2.0,Rock,Ground,1.4,300.0,3.0,495.0,80.0,120.0,130.0,55.0,65.0,45.0,45.0,70.0,223.0,1059860.0,1.0,True,0.5,15.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
3.0,Normal,1.0,Ghost,None,1.6,30.6,2.0,455.0,40.0,70.0,130.0,60.0,130.0,25.0,90.0,35.0,159.0,800000.0,1.0,True,0.5,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
2.0,Normal,2.0,Bug,Steel,1.2,125.8,2.0,465.0,75.0,90.0,140.0,60.0,60.0,40.0,75.0,70.0,163.0,1000000.0,1.0,True,0.5,20.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
4.0,Normal,1.0,Grass,None,1.1,97.0,2.0,405.0,75.0,89.0,85.0,55.0,65.0,36.0,45.0,70.0,142.0,1059860.0,2.0,True,0.875,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,Normal,2.0,Ground,Flying,2.0,42.5,3.0,510.0,75.0,95.0,125.0,45.0,75.0,95.0,30.0,70.0,179.0,1059860.0,1.0,True,0.5,20.0,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
8.0,Normal,1.0,Flying,None,0.2,1.8,3.0,245.0,38.0,47.0,35.0,33.0,35.0,57.0,255.0,50.0,49.0,1059860.0,1.0,True,0.5,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
5.0,Normal,1.0,Fire,None,0.6,37.5,2.0,315.0,70.0,90.0,45.0,15.0,45.0,50.0,120.0,70.0,63.0,1059860.0,1.0,True,0.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
1.0,Normal,2.0,Grass,Psychic,0.4,2.5,2.0,325.0,60.0,40.0,80.0,60.0,45.0,40.0,90.0,70.0,65.0,1250000.0,1.0,True,0.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
6.0,Normal,1.0,Grass,None,0.7,29.0,2.0,405.0,61.0,78.0,95.0,56.0,58.0,57.0,45.0,70.0,142.0,1059860.0,1.0,True,0.875,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,Normal,1.0,Normal,None,0.9,14.7,3.0,370.0,65.0,80.0,65.0,35.0,65.0,60.0,120.0,70.0,130.0,1059860.0,1.0,True,0.5,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
8.0,Normal,1.0,Grass,None,0.7,14.0,2.0,420.0,70.0,85.0,70.0,55.0,60.0,80.0,45.0,50.0,147.0,1059860.0,2.0,True,0.875,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
6.0,Normal,2.0,Fire,Normal,0.6,13.5,3.0,369.0,62.0,50.0,58.0,73.0,54.0,72.0,220.0,70.0,74.0,1059860.0,1.0,True,0.25,20.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5
4.0,Normal,2.0,Normal,Flying,1.2,24.9,2.0,485.0,85.0,120.0,70.0,50.0,60.0,100.0,45.0,70.0,218.0,1059860.0,1.0,True,0.5,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
5.0,Normal,1.0,Fighting,None,1.4,87.0,3.0,505.0,105.0,140.0,95.0,55.0,65.0,45.0,45.0,70.0,227.0,1059860.0,1.0,True,0.75,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
5.0,Normal,1.0,Normal,None,1.2,61.0,3.0,500.0,85.0,110.0,90.0,45.0,90.0,80.0,45.0,70.0,225.0,1059860.0,1.0,True,0.5,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6.0,Normal,2.0,Steel,Ghost,1.7,53.0,1.0,520.0,60.0,150.0,50.0,150.0,50.0,60.0,45.0,70.0,234.0,1000000.0,1.0,True,0.5,20.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
2.0,Normal,2.0,Water,Psychic,2.0,79.5,3.0,490.0,95.0,75.0,80.0,100.0,110.0,30.0,70.0,70.0,172.0,1000000.0,2.0,True,0.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
2.0,Normal,2.0,Steel,Flying,1.7,50.5,3.0,465.0,65.0,80.0,140.0,40.0,70.0,70.0,25.0,70.0,163.0,1250000.0,1.0,True,0.5,25.0,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
8.0,Normal,1.0,Fire,None,0.6,9.0,2.0,420.0,65.0,86.0,60.0,55.0,60.0,94.0,45.0,50.0,147.0,1059860.0,2.0,True,0.875,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
1.0,Sub Legendary,2.0,Ice,Flying,1.7,55.4,2.0,580.0,90.0,85.0,100.0,95.0,125.0,85.0,3.0,35.0,261.0,1250000.0,1.0,False,0.5,80.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0
5.0,Normal,1.0,Dragon,None,0.6,18.0,3.0,320.0,46.0,87.0,60.0,30.0,40.0,57.0,75.0,35.0,64.0,1250000.0,2.0,True,0.5,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
5.0,Normal,1.0,Psychic,None,0.7,18.0,3.0,390.0,60.0,45.0,70.0,75.0,85.0,55.0,100.0,70.0,137.0,1059860.0,1.0,True,0.25,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
5.0,Normal,2.0,Ground,Dark,1.5,96.3,3.0,519.0,95.0,117.0,80.0,65.0,70.0,92.0,45.0,70.0,234.0,1059860.0,1.0,True,0.5,20.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
1.0,Normal,2.0,Grass,Poison,1.7,15.5,2.0,490.0,80.0,105.0,65.0,100.0,70.0,70.0,45.0,70.0,221.0,1059860.0,1.0,True,0.5,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
3.0,Normal,1.0,Normal,None,1.1,32.6,3.0,400.0,70.0,65.0,65.0,55.0,55.0,90.0,60.0,70.0,140.0,800000.0,2.0,True,0.25,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
3.0,Normal,2.0,Dragon,Fairy,1.5,20.6,1.0,590.0,75.0,110.0,110.0,110.0,105.0,80.0,45.0,70.0,207.0,600000.0,2.0,True,0.5,20.0,1.0,0.5,0.5,0.5,0.5,2.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,2.0
7.0,Legendary,2.0,Psychic,Steel,3.8,460.0,1.0,680.0,97.0,157.0,127.0,113.0,109.0,77.0,3.0,0.0,306.0,1250000.0,1.0,False,0.5,120.0,0.5,1.5,1.0,1.0,0.5,0.5,1.0,0.0,1.5,0.5,0.25,1.0,0.5,1.5,0.5,1.5,0.5,0.5
2.0,Normal,1.0,Water,None,2.3,88.8,2.0,530.0,85.0,105.0,100.0,79.0,83.0,78.0,45.0,70.0,239.0,1059860.0,2.0,True,0.875,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
4.0,Normal,1.0,Water,None,0.8,23.0,2.0,405.0,64.0,66.0,68.0,81.0,76.0,50.0,45.0,70.0,142.0,1059860.0,2.0,True,0.875,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
4.0,Normal,1.0,Water,None,0.7,29.5,2.0,330.0,55.0,65.0,35.0,60.0,30.0,85.0,190.0,70.0,66.0,1000000.0,2.0,True,0.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
4.0,Normal,2.0,Rock,Steel,1.3,149.5,2.0,495.0,60.0,52.0,168.0,47.0,138.0,30.0,45.0,70.0,173.0,600000.0,1.0,True,0.875,30.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
2.0,Normal,1.0,Water,None,1.1,33.9,3.0,500.0,90.0,75.0,75.0,90.0,100.0,70.0,45.0,70.0,225.0,1059860.0,1.0,True,0.5,20.0,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
6.0,Normal,2.0,Steel,Ghost,0.8,4.5,1.0,448.0,59.0,110.0,150.0,45.0,49.0,35.0,90.0,70.0,157.0,1000000.0,1.0,True,0.5,20.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
7.0,Normal,2.0,Normal,Fighting,2.1,135.0,3.0,500.0,120.0,125.0,80.0,55.0,60.0,60.0,70.0,70.0,175.0,1000000.0,1.0,True,0.5,15.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
1.0,Normal,2.0,Bug,Poison,1.5,12.5,3.0,450.0,70.0,65.0,60.0,90.0,75.0,90.0,75.0,70.0,158.0,1000000.0,1.0,True,0.5,20.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
4.0,Normal,2.0,Fighting,Steel,1.3,57.5,1.0,625.0,70.0,145.0,88.0,140.0,70.0,112.0,45.0,70.0,219.0,1059860.0,2.0,True,0.875,25.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
3.0,Normal,1.0,Water,None,1.7,27.0,2.0,485.0,55.0,104.0,105.0,94.0,75.0,52.0,60.0,70.0,170.0,600000.0,1.0,True,0.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
2.0,Normal,2.0,Normal,Fairy,0.3,1.0,3.0,210.0,90.0,30.0,15.0,40.0,20.0,15.0,170.0,70.0,42.0,800000.0,1.0,True,0.25,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
2.0,Normal,1.0,Fairy,None,0.3,1.5,3.0,245.0,35.0,20.0,65.0,40.0,65.0,20.0,190.0,70.0,49.0,800000.0,1.0,True,0.875,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
2.0,Normal,2.0,Water,Ground,1.4,75.0,3.0,430.0,95.0,85.0,85.0,65.0,65.0,35.0,90.0,70.0,151.0,1000000.0,2.0,True,0.5,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
2.0,Normal,1.0,Ground,None,1.1,120.0,2.0,500.0,90.0,120.0,120.0,60.0,60.0,50.0,60.0,70.0,175.0,1000000.0,1.0,True,0.5,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
6.0,Normal,2.0,Water,Dark,1.5,40.0,2.0,530.0,72.0,95.0,67.0,103.0,71.0,122.0,45.0,70.0,239.0,1059860.0,1.0,True,0.875,20.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
1.0,Normal,1.0,Fighting,None,0.8,19.5,3.0,305.0,70.0,80.0,50.0,35.0,35.0,35.0,180.0,70.0,61.0,1059860.0,1.0,True,0.75,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
1.0,Normal,2.0,Normal,Flying,1.5,39.5,3.0,479.0,83.0,80.0,75.0,70.0,70.0,101.0,45.0,70.0,216.0,1059860.0,1.0,True,0.5,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
4.0,Normal,1.0,Fighting,None,0.7,20.2,3.0,285.0,40.0,70.0,40.0,35.0,40.0,60.0,75.0,70.0,57.0,1059860.0,1.0,True,0.875,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
5.0,Normal,2.0,Bug,Poison,1.2,58.5,3.0,360.0,40.0,55.0,99.0,40.0,79.0,47.0,120.0,70.0,126.0,1059860.0,1.0,True,0.5,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
5.0,Normal,1.0,Water,None,0.5,4.5,3.0,294.0,50.0,50.0,40.0,50.0,40.0,64.0,255.0,70.0,59.0,1059860.0,1.0,True,0.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
4.0,Normal,2.0,Psychic,Fighting,1.6,52.0,2.0,518.0,68.0,125.0,65.0,65.0,115.0,80.0,45.0,35.0,233.0,1250000.0,2.0,True,1.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
8.0,Normal,2.0,Electric,Dark,0.3,3.0,1.0,436.0,58.0,95.0,58.0,70.0,58.0,97.0,180.0,50.0,153.0,1000000.0,2.0,True,0.5,10.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
7.0,Normal,2.0,Fighting,Ice,1.7,180.0,3.0,478.0,97.0,132.0,77.0,62.0,67.0,43.0,60.0,70.0,167.0,1000000.0,1.0,True,0.5,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0
7.0,Normal,1.0,Water,None,0.3,1.2,2.0,410.0,55.0,60.0,130.0,30.0,130.0,5.0,60.0,70.0,144.0,800000.0,1.0,True,0.5,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
6.0,Normal,1.0,Water,None,1.3,35.3,1.0,500.0,71.0,73.0,88.0,120.0,89.0,59.0,55.0,70.0,100.0,1250000.0,2.0,True,0.5,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
3.0,Normal,1.0,Ice,None,0.3,0.8,1.0,420.0,70.0,70.0,70.0,70.0,70.0,70.0,45.0,70.0,147.0,1000000.0,2.0,True,0.5,25.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
1.0,Normal,2.0,Normal,Flying,0.3,1.8,3.0,251.0,40.0,45.0,40.0,35.0,35.0,56.0,255.0,70.0,50.0,1059860.0,1.0,True,0.5,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
6.0,Normal,1.0,Bug,None,0.3,8.4,2.0,213.0,45.0,22.0,60.0,27.0,30.0,29.0,120.0,70.0,75.0,1000000.0,1.0,True,0.5,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
4.0,Normal,2.0,Grass,Poison,0.2,1.2,3.0,280.0,40.0,30.0,35.0,50.0,70.0,55.0,255.0,70.0,56.0,1059860.0,1.0,True,0.5,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
2.0,Normal,2.0,Rock,Ground,1.2,152.0,1.0,410.0,70.0,84.0,70.0,65.0,70.0,51.0,45.0,35.0,144.0,1250000.0,1.0,True,0.5,40.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
4.0,Legendary,2.0,Ghost,Dragon,4.5,750.0,2.0,680.0,150.0,100.0,120.0,100.0,120.0,90.0,3.0,0.0,306.0,1250000.0,1.0,False,0.5,120.0,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0
5.0,Mythical,2.0,Normal,Fighting,0.6,6.5,1.0,600.0,100.0,128.0,90.0,77.0,77.0,128.0,3.0,100.0,270.0,1250000.0,1.0,False,0.5,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
6.0,Normal,1.0,Ice,None,1.0,99.5,3.0,304.0,55.0,69.0,85.0,32.0,35.0,28.0,190.0,70.0,61.0,1000000.0,2.0,True,0.5,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
7.0,Normal,1.0,Rock,None,0.5,9.2,3.0,280.0,45.0,65.0,40.0,30.0,40.0,60.0,190.0,70.0,56.0,1000000.0,1.0,True,0.5,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
2.0,Normal,1.0,Fighting,None,1.4,48.0,3.0,455.0,50.0,95.0,95.0,35.0,110.0,70.0,45.0,70.0,159.0,1000000.0,1.0,True,1.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
2.0,Normal,2.0,Bug,Fighting,1.5,54.0,3.0,500.0,80.0,125.0,75.0,40.0,95.0,85.0,45.0,70.0,175.0,1250000.0,1.0,True,0.5,25.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
4.0,Normal,1.0,Electric,None,1.4,42.0,3.0,523.0,80.0,120.0,79.0,95.0,79.0,70.0,45.0,70.0,235.0,1059860.0,1.0,True,0.5,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
4.0,Normal,2.0,Psychic,Fairy,0.6,13.0,3.0,310.0,20.0,25.0,45.0,70.0,90.0,60.0,145.0,70.0,62.0,1000000.0,1.0,True,0.5,25.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
2.0,Normal,1.0,Fire,None,0.7,21.4,2.0,365.0,45.0,75.0,37.0,70.0,55.0,83.0,45.0,70.0,73.0,1000000.0,1.0,True,0.75,25.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
7.0,Legendary,2.0,Psychic,Dragon,7.5,230.0,1.0,754.0,97.0,167.0,97.0,167.0,97.0,129.0,3.0,0.0,339.0,1250000.0,1.0,False,0.5,120.0,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
1.0,Normal,1.0,Water,None,0.8,19.6,3.0,320.0,50.0,52.0,48.0,65.0,50.0,55.0,190.0,70.0,64.0,1000000.0,2.0,True,0.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
1.0,Normal,2.0,Rock,Flying,2.1,79.0,1.0,615.0,80.0,135.0,85.0,70.0,95.0,150.0,45.0,70.0,215.0,1250000.0,1.0,True,0.875,35.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
5.0,Normal,1.0,Electric,None,0.2,0.3,1.0,275.0,35.0,55.0,40.0,45.0,40.0,60.0,190.0,70.0,55.0,1250000.0,1.0,True,0.5,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
7.0,Sub Legendary,1.0,Poison,None,0.6,1.8,1.0,420.0,67.0,73.0,67.0,73.0,67.0,73.0,45.0,0.0,189.0,1250000.0,1.0,False,0.5,120.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
5.0,Normal,2.0,Bug,Steel,0.3,33.0,3.0,484.0,58.0,109.0,112.0,48.0,48.0,109.0,90.0,70.0,169.0,1000000.0,1.0,True,0.5,20.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
1.0,Normal,2.0,Normal,Flying,0.8,15.0,3.0,377.0,52.0,90.0,55.0,58.0,62.0,60.0,45.0,70.0,132.0,1000000.0,2.0,True,0.5,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
4.0,Normal,1.0,Grass,None,0.4,3.3,1.0,275.0,45.0,35.0,45.0,62.0,53.0,35.0,190.0,70.0,55.0,1000000.0,2.0,True,0.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
7.0,Normal,2.0,Bug,Electric,1.5,45.0,1.0,500.0,77.0,70.0,90.0,145.0,75.0,43.0,45.0,70.0,225.0,1000000.0,1.0,True,0.5,15.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
5.0,Normal,2.0,Water,Flying,0.5,5.5,3.0,305.0,62.0,44.0,50.0,44.0,50.0,55.0,190.0,70.0,61.0,1000000.0,2.0,True,0.5,20.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
1.0,Normal,1.0,Steel,None,0.4,7.5,3.0,290.0,50.0,65.0,55.0,40.0,40.0,40.0,255.0,50.0,58.0,1000000.0,1.0,True,0.5,20.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
2.0,Normal,2.0,Dark,Fire,1.9,49.5,1.0,600.0,75.0,90.0,90.0,140.0,90.0,115.0,45.0,35.0,210.0,1250000.0,1.0,True,0.5,20.0,1.0,0.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
3.0,Normal,2.0,Bug,Poison,1.2,31.6,2.0,385.0,60.0,50.0,70.0,50.0,90.0,65.0,45.0,70.0,173.0,1000000.0,1.0,True,0.5,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
